year,month,county,property_sum,violent_sum,unemp. rate,property_sum_lag9,violent_sum_lag9,unemp. rate_lag9
2021,february,mono county,13,2,9.2%,5,2,9.7%
2021,february,mono county,1,6,9.2%,3,3,9.7%
2021,march,mono county,0,0,8.6%,0,0,10.1%
2021,march,mono county,4,1,8.6%,14,0,10.1%
2021,march,mono county,4,0,8.6%,9,0,10.1%
2021,april,mono county,1,0,7.5%,0,0,11.4%
2021,april,mono county,9,0,7.5%,5,1,11.4%
2021,april,mono county,2,1,7.5%,2,1,11.4%
2021,may,mono county,0,0,7.4%,0,0,9.2%
2021,may,mono county,4,1,7.4%,13,2,9.2%
2021,may,mono county,4,0,7.4%,1,6,9.2%
2021,june,mono county,1,0,7.8%,0,0,8.6%
2021,june,mono county,4,1,7.8%,4,1,8.6%
2021,june,mono county,3,0,7.8%,4,0,8.6%
2021,july,mono county,1,0,6.6%,1,0,7.5%
2021,july,mono county,5,2,6.6%,9,0,7.5%
2021,july,mono county,4,0,6.6%,2,1,7.5%
2021,august,mono county,1,1,6.4%,0,0,7.4%
2021,august,mono county,5,1,6.4%,4,1,7.4%
2021,august,mono county,5,2,6.4%,4,0,7.4%
2021,september,mono county,0,0,5.5%,1,0,7.8%
2021,september,mono county,4,5,5.5%,4,1,7.8%
2021,september,mono county,1,0,5.5%,3,0,7.8%
2021,october,mono county,0,0,5.6%,1,0,6.6%
2021,october,mono county,2,3,5.6%,5,2,6.6%
2021,october,mono county,2,0,5.6%,4,0,6.6%
2021,november,mono county,0,0,5.4%,1,1,6.4%
2021,november,mono county,6,1,5.4%,5,1,6.4%
2021,november,mono county,2,1,5.4%,5,2,6.4%
2021,december,mono county,0,0,4.7%,0,0,5.5%
2021,december,mono county,11,2,4.7%,4,5,5.5%
2021,december,mono county,1,1,4.7%,1,0,5.5%
2022,january,mono county,0,0,5.1%,0,0,5.6%
2022,january,mono county,9,1,5.1%,2,3,5.6%
2022,january,mono county,3,1,5.1%,2,0,5.6%
2022,february,mono county,0,0,4.6%,0,0,5.4%
2022,february,mono county,10,2,4.6%,6,1,5.4%
2022,february,mono county,2,0,4.6%,2,1,5.4%
2022,march,mono county,0,1,4.3%,0,0,4.7%
2022,march,mono county,7,2,4.3%,11,2,4.7%
2022,march,mono county,1,2,4.3%,1,1,4.7%
2022,april,mono county,0,0,3.1%,0,0,5.1%
2022,april,mono county,10,2,3.1%,9,1,5.1%
2022,april,mono county,1,1,3.1%,3,1,5.1%
2022,may,mono county,0,0,3.0%,0,0,4.6%
2022,may,mono county,10,3,3.0%,10,2,4.6%
2022,may,mono county,2,1,3.0%,2,0,4.6%
2022,june,mono county,0,0,3.5%,0,1,4.3%
2022,june,mono county,15,2,3.5%,7,2,4.3%
2022,june,mono county,5,4,3.5%,1,2,4.3%
2022,july,mono county,0,0,3.3%,0,0,3.1%
2022,july,mono county,10,1,3.3%,10,2,3.1%
2022,july,mono county,5,3,3.3%,1,1,3.1%
2022,august,mono county,0,0,3.7%,0,0,3.0%
2022,august,mono county,10,4,3.7%,10,3,3.0%
2022,august,mono county,4,2,3.7%,2,1,3.0%
2022,september,mono county,0,0,3.8%,0,0,3.5%
2022,september,mono county,11,1,3.8%,15,2,3.5%
2022,september,mono county,1,2,3.8%,5,4,3.5%
2022,october,mono county,0,0,4.5%,0,0,3.3%
2022,october,mono county,8,7,4.5%,10,1,3.3%
2022,october,mono county,1,0,4.5%,5,3,3.3%
2022,november,mono county,0,0,4.2%,0,0,3.7%
2022,november,mono county,15,4,4.2%,10,4,3.7%
2022,november,mono county,1,2,4.2%,4,2,3.7%
2022,december,mono county,0,0,3.7%,0,0,3.8%
2022,december,mono county,11,0,3.7%,11,1,3.8%
2022,december,mono county,1,3,3.7%,1,2,3.8%
2023,january,mono county,0,0,4.1%,0,0,4.5%
2023,january,mono county,10,9,4.1%,8,7,4.5%
2023,january,mono county,2,1,4.1%,1,0,4.5%
2023,february,mono county,0,0,3.9%,0,0,4.2%
2023,february,mono county,12,2,3.9%,15,4,4.2%
2023,february,mono county,3,0,3.9%,1,2,4.2%
2023,march,mono county,0,0,3.7%,0,0,3.7%
2023,march,mono county,9,1,3.7%,11,0,3.7%
2023,march,mono county,1,1,3.7%,1,3,3.7%
2023,april,mono county,0,0,3.2%,0,0,4.1%
2023,april,mono county,6,3,3.2%,10,9,4.1%
2023,april,mono county,3,3,3.2%,2,1,4.1%
2023,may,mono county,0,0,3.4%,0,0,3.9%
2023,may,mono county,4,0,3.4%,12,2,3.9%
2023,may,mono county,5,3,3.4%,3,0,3.9%
2023,june,mono county,0,0,3.6%,0,0,3.7%
2023,june,mono county,8,2,3.6%,9,1,3.7%
2023,june,mono county,6,5,3.6%,1,1,3.7%
2023,july,mono county,0,0,3.6%,0,0,3.2%
2023,july,mono county,6,2,3.6%,6,3,3.2%
2023,july,mono county,4,2,3.6%,3,3,3.2%
2023,august,mono county,0,0,3.7%,0,0,3.4%
2023,august,mono county,4,2,3.7%,4,0,3.4%
2023,august,mono county,3,3,3.7%,5,3,3.4%
2023,september,mono county,0,0,3.7%,0,0,3.6%
2023,september,mono county,2,1,3.7%,8,2,3.6%
2023,september,mono county,4,3,3.7%,6,5,3.6%
2023,october,mono county,0,0,4.5%,0,0,3.6%
2023,october,mono county,9,4,4.5%,6,2,3.6%
2023,october,mono county,0,2,4.5%,4,2,3.6%
2023,november,mono county,0,0,4.5%,0,0,3.7%
2023,november,mono county,2,2,4.5%,4,2,3.7%
2023,november,mono county,3,0,4.5%,3,3,3.7%
2023,december,mono county,0,0,4.5%,0,0,3.7%
2023,december,mono county,12,1,4.5%,2,1,3.7%
2023,december,mono county,0,1,4.5%,4,3,3.7%
2024,january,mono county,2,0,4.3%,0,0,4.5%
2024,january,mono county,6,3,4.3%,9,4,4.5%
2024,january,mono county,4,0,4.3%,0,2,4.5%
2024,february,mono county,0,0,4.1%,0,0,4.5%
2024,february,mono county,6,2,4.1%,2,2,4.5%
2024,february,mono county,2,2,4.1%,3,0,4.5%
2024,march,mono county,0,0,4.0%,0,0,4.5%
2024,march,mono county,5,5,4.0%,12,1,4.5%
2024,march,mono county,3,4,4.0%,0,1,4.5%
2024,april,mono county,0,0,3.2%,2,0,4.3%
2024,april,mono county,5,0,3.2%,6,3,4.3%
2024,april,mono county,2,0,3.2%,4,0,4.3%
2024,may,mono county,0,0,3.4%,0,0,4.1%
2024,may,mono county,6,2,3.4%,6,2,4.1%
2024,may,mono county,0,2,3.4%,2,2,4.1%
2024,june,mono county,0,0,3.8%,0,0,4.0%
2024,june,mono county,5,4,3.8%,5,5,4.0%
2024,june,mono county,3,0,3.8%,3,4,4.0%
2024,july,mono county,0,0,4.4%,0,0,3.2%
2024,july,mono county,11,1,4.4%,5,0,3.2%
2024,july,mono county,5,1,4.4%,2,0,3.2%
2024,august,mono county,0,0,4.6%,0,0,3.4%
2024,august,mono county,9,6,4.6%,6,2,3.4%
2024,august,mono county,0,0,4.6%,0,2,3.4%
2024,september,mono county,0,0,4.3%,0,0,3.8%
2024,september,mono county,7,5,4.3%,5,4,3.8%
2024,september,mono county,3,1,4.3%,3,0,3.8%
2024,october,mono county,8,3,4.9%,0,0,4.4%
2024,october,mono county,3,1,4.9%,11,1,4.4%
2024,november,mono county,4,1,5.6%,5,1,4.4%
2024,november,mono county,1,2,5.6%,0,0,4.6%
2024,december,mono county,10,5,4.6%,9,6,4.6%
2024,december,mono county,1,2,4.6%,0,0,4.6%
2010,january,monterey county,12,0,17.9%,,,
2010,january,monterey county,6,1,17.9%,,,
2010,january,monterey county,3,0,17.9%,,,
2010,january,monterey county,0,0,17.9%,,,
2010,january,monterey county,11,3,17.9%,,,
2010,january,monterey county,23,7,17.9%,,,
2010,january,monterey county,24,7,17.9%,,,
2010,january,monterey county,51,5,17.9%,,,
2010,january,monterey county,90,9,17.9%,,,
2010,january,monterey county,0,0,17.9%,12,0,17.9%
2010,january,monterey county,132,19,17.9%,6,1,17.9%
2010,january,monterey county,2,0,17.9%,3,0,17.9%
2010,january,monterey county,55,2,17.9%,0,0,17.9%
2010,january,monterey county,464,103,17.9%,11,3,17.9%
2010,january,monterey county,8,0,17.9%,23,7,17.9%
2010,january,monterey county,73,15,17.9%,24,7,17.9%
2010,january,monterey county,38,4,17.9%,51,5,17.9%
2010,january,monterey county,0,0,17.9%,90,9,17.9%
2010,february,monterey county,10,0,17.8%,0,0,17.9%
2010,february,monterey county,11,1,17.8%,132,19,17.9%
2010,february,monterey county,9,0,17.8%,2,0,17.9%
2010,february,monterey county,5,0,17.8%,55,2,17.9%
2010,february,monterey county,11,4,17.8%,464,103,17.9%
2010,february,monterey county,22,7,17.8%,8,0,17.9%
2010,february,monterey county,17,4,17.8%,73,15,17.9%
2010,february,monterey county,44,8,17.8%,38,4,17.9%
2010,february,monterey county,108,15,17.8%,0,0,17.9%
2010,february,monterey county,0,0,17.8%,10,0,17.8%
2010,february,monterey county,107,10,17.8%,11,1,17.8%
2010,february,monterey county,3,0,17.8%,9,0,17.8%
2010,february,monterey county,31,2,17.8%,5,0,17.8%
2010,february,monterey county,399,85,17.8%,11,4,17.8%
2010,february,monterey county,16,0,17.8%,22,7,17.8%
2010,february,monterey county,45,13,17.8%,17,4,17.8%
2010,february,monterey county,23,7,17.8%,44,8,17.8%
2010,february,monterey county,0,0,17.8%,108,15,17.8%
2010,march,monterey county,21,0,16.7%,0,0,17.8%
2010,march,monterey county,3,0,16.7%,107,10,17.8%
2010,march,monterey county,8,0,16.7%,3,0,17.8%
2010,march,monterey county,1,0,16.7%,31,2,17.8%
2010,march,monterey county,20,1,16.7%,399,85,17.8%
2010,march,monterey county,27,10,16.7%,16,0,17.8%
2010,march,monterey county,11,2,16.7%,45,13,17.8%
2010,march,monterey county,40,4,16.7%,23,7,17.8%
2010,march,monterey county,78,14,16.7%,0,0,17.8%
2010,march,monterey county,1,0,16.7%,21,0,16.7%
2010,march,monterey county,123,10,16.7%,3,0,16.7%
2010,march,monterey county,3,0,16.7%,8,0,16.7%
2010,march,monterey county,18,1,16.7%,1,0,16.7%
2010,march,monterey county,450,104,16.7%,20,1,16.7%
2010,march,monterey county,8,0,16.7%,27,10,16.7%
2010,march,monterey county,56,10,16.7%,11,2,16.7%
2010,march,monterey county,37,9,16.7%,40,4,16.7%
2010,march,monterey county,0,0,16.7%,78,14,16.7%
2010,april,monterey county,20,0,12.3%,1,0,16.7%
2010,april,monterey county,11,4,12.3%,123,10,16.7%
2010,april,monterey county,12,2,12.3%,3,0,16.7%
2010,april,monterey county,1,0,12.3%,18,1,16.7%
2010,april,monterey county,9,3,12.3%,450,104,16.7%
2010,april,monterey county,30,5,12.3%,8,0,16.7%
2010,april,monterey county,14,3,12.3%,56,10,16.7%
2010,april,monterey county,50,9,12.3%,37,9,16.7%
2010,april,monterey county,89,11,12.3%,0,0,16.7%
2010,april,monterey county,1,0,12.3%,20,0,12.3%
2010,april,monterey county,102,17,12.3%,11,4,12.3%
2010,april,monterey county,1,0,12.3%,12,2,12.3%
2010,april,monterey county,32,1,12.3%,1,0,12.3%
2010,april,monterey county,346,84,12.3%,9,3,12.3%
2010,april,monterey county,6,1,12.3%,30,5,12.3%
2010,april,monterey county,66,13,12.3%,14,3,12.3%
2010,april,monterey county,32,10,12.3%,50,9,12.3%
2010,april,monterey county,0,0,12.3%,89,11,12.3%
2010,may,monterey county,21,0,10.6%,1,0,12.3%
2010,may,monterey county,8,2,10.6%,102,17,12.3%
2010,may,monterey county,7,0,10.6%,1,0,12.3%
2010,may,monterey county,4,0,10.6%,32,1,12.3%
2010,may,monterey county,9,9,10.6%,346,84,12.3%
2010,may,monterey county,16,11,10.6%,6,1,12.3%
2010,may,monterey county,18,12,10.6%,66,13,12.3%
2010,may,monterey county,47,1,10.6%,32,10,12.3%
2010,may,monterey county,91,13,10.6%,0,0,12.3%
2010,may,monterey county,0,0,10.6%,21,0,10.6%
2010,may,monterey county,107,20,10.6%,8,2,10.6%
2010,may,monterey county,0,0,10.6%,7,0,10.6%
2010,may,monterey county,32,1,10.6%,4,0,10.6%
2010,may,monterey county,384,108,10.6%,9,9,10.6%
2010,may,monterey county,10,0,10.6%,16,11,10.6%
2010,may,monterey county,38,17,10.6%,18,12,10.6%
2010,may,monterey county,23,5,10.6%,47,1,10.6%
2010,may,monterey county,1,0,10.6%,91,13,10.6%
2010,june,monterey county,26,0,10.4%,0,0,10.6%
2010,june,monterey county,9,1,10.4%,107,20,10.6%
2010,june,monterey county,10,1,10.4%,0,0,10.6%
2010,june,monterey county,2,1,10.4%,32,1,10.6%
2010,june,monterey county,19,2,10.4%,384,108,10.6%
2010,june,monterey county,29,10,10.4%,10,0,10.6%
2010,june,monterey county,15,2,10.4%,38,17,10.6%
2010,june,monterey county,57,4,10.4%,23,5,10.6%
2010,june,monterey county,66,8,10.4%,1,0,10.6%
2010,june,monterey county,1,0,10.4%,26,0,10.4%
2010,june,monterey county,93,22,10.4%,9,1,10.4%
2010,june,monterey county,2,0,10.4%,10,1,10.4%
2010,june,monterey county,23,2,10.4%,2,1,10.4%
2010,june,monterey county,398,102,10.4%,19,2,10.4%
2010,june,monterey county,4,0,10.4%,29,10,10.4%
2010,june,monterey county,41,10,10.4%,15,2,10.4%
2010,june,monterey county,32,6,10.4%,57,4,10.4%
2010,june,monterey county,0,0,10.4%,66,8,10.4%
2010,july,monterey county,51,1,10.5%,1,0,10.4%
2010,july,monterey county,7,0,10.5%,93,22,10.4%
2010,july,monterey county,5,0,10.5%,2,0,10.4%
2010,july,monterey county,7,0,10.5%,23,2,10.4%
2010,july,monterey county,12,4,10.5%,398,102,10.4%
2010,july,monterey county,39,8,10.5%,4,0,10.4%
2010,july,monterey county,9,6,10.5%,41,10,10.4%
2010,july,monterey county,32,2,10.5%,32,6,10.4%
2010,july,monterey county,107,17,10.5%,0,0,10.4%
2010,july,monterey county,3,0,10.5%,51,1,10.5%
2010,july,monterey county,137,22,10.5%,7,0,10.5%
2010,july,monterey county,3,0,10.5%,5,0,10.5%
2010,july,monterey county,46,1,10.5%,7,0,10.5%
2010,july,monterey county,373,100,10.5%,12,4,10.5%
2010,july,monterey county,8,0,10.5%,39,8,10.5%
2010,july,monterey county,41,7,10.5%,9,6,10.5%
2010,july,monterey county,28,5,10.5%,32,2,10.5%
2010,july,monterey county,0,0,10.5%,107,17,10.5%
2010,august,monterey county,26,0,10.3%,3,0,10.5%
2010,august,monterey county,8,0,10.3%,137,22,10.5%
2010,august,monterey county,4,0,10.3%,3,0,10.5%
2010,august,monterey county,4,0,10.3%,46,1,10.5%
2010,august,monterey county,9,1,10.3%,373,100,10.5%
2010,august,monterey county,26,11,10.3%,8,0,10.5%
2010,august,monterey county,28,6,10.3%,41,7,10.5%
2010,august,monterey county,43,6,10.3%,28,5,10.5%
2010,august,monterey county,121,8,10.3%,0,0,10.5%
2010,august,monterey county,1,0,10.3%,26,0,10.3%
2010,august,monterey county,95,28,10.3%,8,0,10.3%
2010,august,monterey county,3,0,10.3%,4,0,10.3%
2010,august,monterey county,28,1,10.3%,4,0,10.3%
2010,august,monterey county,307,83,10.3%,9,1,10.3%
2010,august,monterey county,9,0,10.3%,26,11,10.3%
2010,august,monterey county,42,14,10.3%,28,6,10.3%
2010,august,monterey county,30,6,10.3%,43,6,10.3%
2010,august,monterey county,0,0,10.3%,121,8,10.3%
2010,september,monterey county,30,0,10.1%,1,0,10.3%
2010,september,monterey county,8,1,10.1%,95,28,10.3%
2010,september,monterey county,6,1,10.1%,3,0,10.3%
2010,september,monterey county,12,0,10.1%,28,1,10.3%
2010,september,monterey county,14,2,10.1%,307,83,10.3%
2010,september,monterey county,35,13,10.1%,9,0,10.3%
2010,september,monterey county,18,3,10.1%,42,14,10.3%
2010,september,monterey county,43,3,10.1%,30,6,10.3%
2010,september,monterey county,121,15,10.1%,0,0,10.3%
2010,september,monterey county,5,0,10.1%,30,0,10.1%
2010,september,monterey county,86,17,10.1%,8,1,10.1%
2010,september,monterey county,3,0,10.1%,6,1,10.1%
2010,september,monterey county,29,0,10.1%,12,0,10.1%
2010,september,monterey county,410,98,10.1%,14,2,10.1%
2010,september,monterey county,13,1,10.1%,35,13,10.1%
2010,september,monterey county,53,9,10.1%,18,3,10.1%
2010,september,monterey county,15,6,10.1%,43,3,10.1%
2010,september,monterey county,0,0,10.1%,121,15,10.1%
2010,october,monterey county,24,0,10.2%,5,0,10.1%
2010,october,monterey county,14,3,10.2%,86,17,10.1%
2010,october,monterey county,8,1,10.2%,3,0,10.1%
2010,october,monterey county,10,0,10.2%,29,0,10.1%
2010,october,monterey county,14,1,10.2%,410,98,10.1%
2010,october,monterey county,35,4,10.2%,13,1,10.1%
2010,october,monterey county,16,3,10.2%,53,9,10.1%
2010,october,monterey county,36,4,10.2%,15,6,10.1%
2010,october,monterey county,92,17,10.2%,0,0,10.1%
2010,october,monterey county,1,0,10.2%,24,0,10.2%
2010,october,monterey county,113,22,10.2%,14,3,10.2%
2010,october,monterey county,2,0,10.2%,8,1,10.2%
2010,october,monterey county,35,2,10.2%,10,0,10.2%
2010,october,monterey county,327,106,10.2%,14,1,10.2%
2010,october,monterey county,11,1,10.2%,35,4,10.2%
2010,october,monterey county,49,10,10.2%,16,3,10.2%
2010,october,monterey county,29,6,10.2%,36,4,10.2%
2010,october,monterey county,0,0,10.2%,92,17,10.2%
2010,november,monterey county,15,0,12.2%,1,0,10.2%
2010,november,monterey county,6,0,12.2%,113,22,10.2%
2010,november,monterey county,10,0,12.2%,2,0,10.2%
2010,november,monterey county,5,0,12.2%,35,2,10.2%
2010,november,monterey county,11,2,12.2%,327,106,10.2%
2010,november,monterey county,36,11,12.2%,11,1,10.2%
2010,november,monterey county,17,5,12.2%,49,10,10.2%
2010,november,monterey county,49,4,12.2%,29,6,10.2%
2010,november,monterey county,84,12,12.2%,0,0,10.2%
2010,november,monterey county,2,0,12.2%,15,0,12.2%
2010,november,monterey county,87,20,12.2%,6,0,12.2%
2010,november,monterey county,2,0,12.2%,10,0,12.2%
2010,november,monterey county,39,3,12.2%,5,0,12.2%
2010,november,monterey county,353,82,12.2%,11,2,12.2%
2010,november,monterey county,11,0,12.2%,36,11,12.2%
2010,november,monterey county,38,7,12.2%,17,5,12.2%
2010,november,monterey county,22,5,12.2%,49,4,12.2%
2010,november,monterey county,0,0,12.2%,84,12,12.2%
2010,december,monterey county,27,1,16.4%,2,0,12.2%
2010,december,monterey county,15,0,16.4%,87,20,12.2%
2010,december,monterey county,4,0,16.4%,2,0,12.2%
2010,december,monterey county,6,0,16.4%,39,3,12.2%
2010,december,monterey county,14,3,16.4%,353,82,12.2%
2010,december,monterey county,26,7,16.4%,11,0,12.2%
2010,december,monterey county,18,3,16.4%,38,7,12.2%
2010,december,monterey county,39,3,16.4%,22,5,12.2%
2010,december,monterey county,136,15,16.4%,0,0,12.2%
2010,december,monterey county,1,0,16.4%,27,1,16.4%
2010,december,monterey county,134,21,16.4%,15,0,16.4%
2010,december,monterey county,3,0,16.4%,4,0,16.4%
2010,december,monterey county,33,1,16.4%,6,0,16.4%
2010,december,monterey county,437,107,16.4%,14,3,16.4%
2010,december,monterey county,21,0,16.4%,26,7,16.4%
2010,december,monterey county,50,4,16.4%,18,3,16.4%
2010,december,monterey county,22,6,16.4%,39,3,16.4%
2010,december,monterey county,0,0,16.4%,136,15,16.4%
2011,january,monterey county,23,0,17.6%,1,0,16.4%
2011,january,monterey county,5,0,17.6%,134,21,16.4%
2011,january,monterey county,5,0,17.6%,3,0,16.4%
2011,january,monterey county,6,0,17.6%,33,1,16.4%
2011,january,monterey county,4,1,17.6%,437,107,16.4%
2011,january,monterey county,32,13,17.6%,21,0,16.4%
2011,january,monterey county,25,2,17.6%,50,4,16.4%
2011,january,monterey county,32,8,17.6%,22,6,16.4%
2011,january,monterey county,112,21,17.6%,0,0,16.4%
2011,january,monterey county,2,0,17.6%,23,0,17.6%
2011,january,monterey county,149,16,17.6%,5,0,17.6%
2011,january,monterey county,1,0,17.6%,5,0,17.6%
2011,january,monterey county,32,2,17.6%,6,0,17.6%
2011,january,monterey county,403,116,17.6%,4,1,17.6%
2011,january,monterey county,6,0,17.6%,32,13,17.6%
2011,january,monterey county,44,13,17.6%,25,2,17.6%
2011,january,monterey county,24,5,17.6%,32,8,17.6%
2011,january,monterey county,0,0,17.6%,112,21,17.6%
2011,february,monterey county,19,0,17.1%,2,0,17.6%
2011,february,monterey county,2,0,17.1%,149,16,17.6%
2011,february,monterey county,2,0,17.1%,1,0,17.6%
2011,february,monterey county,8,0,17.1%,32,2,17.6%
2011,february,monterey county,9,0,17.1%,403,116,17.6%
2011,february,monterey county,20,9,17.1%,6,0,17.6%
2011,february,monterey county,16,5,17.1%,44,13,17.6%
2011,february,monterey county,33,3,17.1%,24,5,17.6%
2011,february,monterey county,92,8,17.1%,0,0,17.6%
2011,february,monterey county,3,0,17.1%,19,0,17.1%
2011,february,monterey county,95,23,17.1%,2,0,17.1%
2011,february,monterey county,2,0,17.1%,2,0,17.1%
2011,february,monterey county,18,1,17.1%,8,0,17.1%
2011,february,monterey county,340,69,17.1%,9,0,17.1%
2011,february,monterey county,8,0,17.1%,20,9,17.1%
2011,february,monterey county,28,10,17.1%,16,5,17.1%
2011,february,monterey county,15,8,17.1%,33,3,17.1%
2011,february,monterey county,0,0,17.1%,92,8,17.1%
2011,march,monterey county,19,0,16.4%,3,0,17.1%
2011,march,monterey county,9,0,16.4%,95,23,17.1%
2011,march,monterey county,5,1,16.4%,2,0,17.1%
2011,march,monterey county,5,1,16.4%,18,1,17.1%
2011,march,monterey county,5,1,16.4%,340,69,17.1%
2011,march,monterey county,16,3,16.4%,8,0,17.1%
2011,march,monterey county,12,11,16.4%,28,10,17.1%
2011,march,monterey county,45,2,16.4%,15,8,17.1%
2011,march,monterey county,85,12,16.4%,0,0,17.1%
2011,march,monterey county,0,0,16.4%,19,0,16.4%
2011,march,monterey county,107,8,16.4%,9,0,16.4%
2011,march,monterey county,0,0,16.4%,5,1,16.4%
2011,march,monterey county,28,1,16.4%,5,1,16.4%
2011,march,monterey county,356,76,16.4%,5,1,16.4%
2011,march,monterey county,8,0,16.4%,16,3,16.4%
2011,march,monterey county,42,8,16.4%,12,11,16.4%
2011,march,monterey county,19,8,16.4%,45,2,16.4%
2011,march,monterey county,1,0,16.4%,85,12,16.4%
2011,april,monterey county,8,0,12.5%,0,0,16.4%
2011,april,monterey county,8,0,12.5%,107,8,16.4%
2011,april,monterey county,5,0,12.5%,0,0,16.4%
2011,april,monterey county,5,0,12.5%,28,1,16.4%
2011,april,monterey county,7,1,12.5%,356,76,16.4%
2011,april,monterey county,40,6,12.5%,8,0,16.4%
2011,april,monterey county,11,1,12.5%,42,8,16.4%
2011,april,monterey county,32,2,12.5%,19,8,16.4%
2011,april,monterey county,90,20,12.5%,1,0,16.4%
2011,april,monterey county,2,0,12.5%,8,0,12.5%
2011,april,monterey county,87,21,12.5%,8,0,12.5%
2011,april,monterey county,3,0,12.5%,5,0,12.5%
2011,april,monterey county,25,1,12.5%,5,0,12.5%
2011,april,monterey county,257,70,12.5%,7,1,12.5%
2011,april,monterey county,5,0,12.5%,40,6,12.5%
2011,april,monterey county,61,12,12.5%,11,1,12.5%
2011,april,monterey county,12,7,12.5%,32,2,12.5%
2011,april,monterey county,1,0,12.5%,90,20,12.5%
2011,may,monterey county,14,0,10.8%,2,0,12.5%
2011,may,monterey county,12,1,10.8%,87,21,12.5%
2011,may,monterey county,9,0,10.8%,3,0,12.5%
2011,may,monterey county,5,0,10.8%,25,1,12.5%
2011,may,monterey county,14,2,10.8%,257,70,12.5%
2011,may,monterey county,15,6,10.8%,5,0,12.5%
2011,may,monterey county,18,7,10.8%,61,12,12.5%
2011,may,monterey county,57,2,10.8%,12,7,12.5%
2011,may,monterey county,95,14,10.8%,1,0,12.5%
2011,may,monterey county,1,0,10.8%,14,0,10.8%
2011,may,monterey county,107,14,10.8%,12,1,10.8%
2011,may,monterey county,0,0,10.8%,9,0,10.8%
2011,may,monterey county,20,3,10.8%,5,0,10.8%
2011,may,monterey county,299,104,10.8%,14,2,10.8%
2011,may,monterey county,4,0,10.8%,15,6,10.8%
2011,may,monterey county,50,6,10.8%,18,7,10.8%
2011,may,monterey county,18,4,10.8%,57,2,10.8%
2011,may,monterey county,0,0,10.8%,95,14,10.8%
2011,june,monterey county,28,0,10.9%,1,0,10.8%
2011,june,monterey county,5,0,10.9%,107,14,10.8%
2011,june,monterey county,2,0,10.9%,0,0,10.8%
2011,june,monterey county,6,0,10.9%,20,3,10.8%
2011,june,monterey county,11,2,10.9%,299,104,10.8%
2011,june,monterey county,30,3,10.9%,4,0,10.8%
2011,june,monterey county,9,6,10.9%,50,6,10.8%
2011,june,monterey county,45,2,10.9%,18,4,10.8%
2011,june,monterey county,98,14,10.9%,0,0,10.8%
2011,june,monterey county,1,0,10.9%,28,0,10.9%
2011,june,monterey county,78,14,10.9%,5,0,10.9%
2011,june,monterey county,1,0,10.9%,2,0,10.9%
2011,june,monterey county,21,3,10.9%,6,0,10.9%
2011,june,monterey county,322,84,10.9%,11,2,10.9%
2011,june,monterey county,12,2,10.9%,30,3,10.9%
2011,june,monterey county,48,14,10.9%,9,6,10.9%
2011,june,monterey county,15,2,10.9%,45,2,10.9%
2011,june,monterey county,0,0,10.9%,98,14,10.9%
2011,july,monterey county,36,0,10.7%,1,0,10.9%
2011,july,monterey county,5,2,10.7%,78,14,10.9%
2011,july,monterey county,3,1,10.7%,1,0,10.9%
2011,july,monterey county,3,0,10.7%,21,3,10.9%
2011,july,monterey county,20,3,10.7%,322,84,10.9%
2011,july,monterey county,32,8,10.7%,12,2,10.9%
2011,july,monterey county,29,7,10.7%,48,14,10.9%
2011,july,monterey county,45,3,10.7%,15,2,10.9%
2011,july,monterey county,124,14,10.7%,0,0,10.9%
2011,july,monterey county,0,0,10.7%,36,0,10.7%
2011,july,monterey county,105,27,10.7%,5,2,10.7%
2011,july,monterey county,4,0,10.7%,3,1,10.7%
2011,july,monterey county,35,1,10.7%,3,0,10.7%
2011,july,monterey county,392,107,10.7%,20,3,10.7%
2011,july,monterey county,8,1,10.7%,32,8,10.7%
2011,july,monterey county,50,11,10.7%,29,7,10.7%
2011,july,monterey county,16,5,10.7%,45,3,10.7%
2011,july,monterey county,0,0,10.7%,124,14,10.7%
2011,august,monterey county,17,0,10.6%,0,0,10.7%
2011,august,monterey county,4,0,10.6%,105,27,10.7%
2011,august,monterey county,1,1,10.6%,4,0,10.7%
